VISA_CLASS,BUSINESS_NAME,EMPLOYER _CITY,EMPLOYER _STATE,EMPLOYER _COUNTRY,EMPLOYER _PHONE,NAICS_CODE,JOB_TITLE,SUGGESTED _SOC_CODE,SUGGESTED_SOC_TITLE,SUPERVISOR_JOB_TITLE,SUPERVISE_OTHER_EMP,TRAVEL_REQUIRED,PRIMARY_EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUMBER_OF_MONTHS_TRAINING, ,EMP_EXPERIENCE_MONTHS,OCCUPATION_REQUIRED,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_COUNTY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,WORKSITE_COUNTS,PWD_SOC_CODE,PWD_SOC_TITLE,PWD_WAGE_RATE,PWD_UNIT_OF_PAY,PWD_WAGE_LEVEL,PWD_WAGE_SOURCE,PWD_WAGE_EXPIRATION_DATE,SURVEY_PUBLICATION_DATE
H-1B,"GH America Investments Group, Inc.",Houston,TEXAS,UNITED STATES OF AMERICA,832-397-6506,21111,Mechanical Engineer,17-2141,Mechanical Engineers,,N,N,Bachelor's,,Mechanical Engineering or related,N,,N,,Y,12,Related occupation,Houston,HARRIS,TEXAS,77056,N,1,17-2141,Mechanical Engineers,66768,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,"Nasoya Foods USA, LLC",Ayer,MASSACHUSETTS,UNITED STATES OF AMERICA,978-772-6680,311991,Food Technologist,19-1012,Food Scientists and Technologists,R&D Director,N,N,Master's,,Food Science or its related,N,,N,,N,,,Ayer,MIDDLESEX (AYER),MASSACHUSETTS,1432,N,1,19-1012,Food Scientists and Technologists,59176,Year,Level II,OES (All Industries),9-Sep-18,
H-1B,"Inside Response, LLC",Overland Park,KANSAS,UNITED STATES OF AMERICA,816-984-8853,541810,Business Intelligence Analyst,15-1199,"Computer Occupations, All Other",Chief Financial Officer,N,N,Bachelor's,,"CompSci,DataSci,InfoSys,Bus Admin",N,,N,,N,,,Overland Park,JOHNSON,KANSAS,66212,N,1,15-1199,"Computer Occupations, All Other",62296,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,UNIVERSITY OF FLORIDA,GAINESVILLE,FLORIDA,UNITED STATES OF AMERICA,352-273-1516,611310,Clinical Assistant Professor,25-1071,"Health Specialties Teachers, Postsecondary",Department Head or Division Chief,N,N,"Other Degree (JD, MD, etc.)",MD (Doctor of Medicine),Pathology,N,,N,,N,,,GAINESVILLE,ALACHUA,FLORIDA,32610,N,1,29-1069,"Physicians and Surgeons, All Other",125747,Year,Level II,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,"CVE TECHNOLOGY GROUP, INC.",ALLEN,TEXAS,UNITED STATES OF AMERICA,214-383-6646,334220,Data & Management Analyst,13-1111,Management Analysts,CFO,N,N,Bachelor's,N/A,Management Information,N,,N,,N,,,Allen,COLLIN,TEXAS,75013,N,1,13-1111,Management Analysts,60195,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Research Technician II,19-4021,Biological Technicians,Assistant Professor,N,N,Bachelor's,,Basic Science or Equivalent,N,,N,,N,,,Houston,HARRIS,TEXAS,77030,N,1,19-4021,Biological Technicians,25813,Year,Level I,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,COMPUTERTALK TECHNOLOGY INC,MARKHAM,,CANADA,905-882-5000,541511,Sales Engineer,15-1199,"Computer Occupations, All Other",,N,N,Bachelor's,,Computer Science,N,,N,,Y,24,Sales Support,Chicago,COOK,ILLINOIS,60631,Y,2,41-9031,Sales Engineers,63336,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,UNIVERSITY OF ILLINOIS,URBANA,ILLINOIS,UNITED STATES OF AMERICA,217-333-1920,611310,J.L. Doob Research Assistant Professor,25-1022,"Mathematical Science Teachers, Postsecondary",Department Chair,N,N,Doctorate (PhD),,"Mathematics, Actuarial Sci, related",N,,N,,N,,,Urbana,CHAMPAIGN,ILLINOIS,61801,N,1,,,,,,,,
H-1B,"GA TELESIS, LLC",FORT LAUDERDALE,FLORIDA,UNITED STATES OF AMERICA,954-676-3111,488190,Financial Analyst,13-2051,Financial Analysts,,N,N,Master's,,Finance,N,,N,,N,,,Ft Lauderdale,BROWARD,FLORIDA,33309,N,1,13-2051,Financial Analysts,60320,Year,Level II,OES (All Industries),10-Sep-18,
H-1B,"IRIDIUM SATELLITE, LLC",MCLEAN,VIRGINIA,UNITED STATES OF AMERICA,480-752-1122,517410,Associate Product Manager,41-9031,Sales Engineers,"Executive Director, Terrestrial Line of Business",N,N,Bachelor's,,"Engineering, Telecomm or related",N,,N,,Y,24,See E.a.5.,McLean,FAIRFAX,VIRGINIA,22102,N,1,41-9031,Sales Engineers,89419,Year,Level I,OES (All Industries),12-Sep-18,1-Sep-17
H-1B,"CVE TECHNOLOGY GROUP, INC.",ALLEN,TEXAS,UNITED STATES OF AMERICA,214-383-6646,334220,Management / Production Analyst,13-1111,Management Analysts,CFO,N,N,Bachelor's,N/A,Management Science,N,,N,,N,,,Allen,COLLIN,TEXAS,75013,N,1,13-1111,Management Analysts,60195,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,SPHEREA LLC,MIAMI,FLORIDA,UNITED STATES OF AMERICA,305-894-5493,4881,Chief Systems Support Engineer,11-9041,Architectural and Engineering Managers,,N,N,Bachelor's,,Mechanical Engineering,N,,N,,Y,24,job duties,Miami,MIAMI-DADE,FLORIDA,33142,N,1,11-9041,Architectural and Engineering Managers,84053,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WEST VIRGINIA,UNITED STATES OF AMERICA,304-293-6953,611310,Senior Research Specialist,15-1035,"Software Developers, Applications, R&D",Professor & Vice Chair,N,N,Master's,,Computer Science or closely related,N,,N,,Y,24,computer languages & software,Morgantown,MONONGALIA,WEST VIRGINIA,26506,N,1,15-1036,"Software Developers, Systems Software, Non R&D",74069,Year,Level II,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,206-543-3392,611310,Senior Fellow/Acting Instructor,19-1042,"Medical Scientists, Except Epidemiologists",Clinical Associate Professor,N,N,"Other Degree (JD, MD, etc.)",MD/DO or foreign equivalent,Medicine,N,,N,,N,,,Seattle,KING,WASHINGTON,98105,Y,2,29-1069,"Physicians and Surgeons, All Other",42328,Year,Level I,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,"SEVEN SEVEN SOFTWARES, INC.",Rockaway,NEW JERSEY,UNITED STATES OF AMERICA,973-586-1817,54151,APPLICATIONS ENGINEER/DEVELOEPR,15-1132,"Software Developers, Applications",Vice President,N,N,Bachelor's,,Economics,N,,N,,Y,6,Software Engineer or Developer,Roseland,ESSEX,NEW JERSEY,7068,N,1,15-1121,Computer Systems Analysts,65458,Year,Level I,OES (All Industries),9-Sep-18,
H-1B,LikeWise LLC,Royal Oak,MICHIGAN,UNITED STATES OF AMERICA,703-991-3655,541612,Human Resources Specialist,13-1071,Human Resources Specialists,Managing Partneer,N,N,Bachelor's,,see Eb5,N,,N,,N,,,Brooklyn,KINGS,NEW YORK,11249,N,1,13-1071,Human Resources Specialists,48589,Year,Level I,OES (All Industries),19-Sep-18,
H-1B,Brock Supply Company,Tempe,ARIZONA,UNITED STATES OF AMERICA,480-968-2222,441310,Buyer,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",,N,N,Bachelor's,,Supply Chain Management,N,,N,,N,,,Tempe,MARICOPA,ARIZONA,85281,N,1,13-1081,Logisticians,45469,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,CAPE FEAR ACADEMY,WILMINGTON,NORTH CAROLINA,UNITED STATES OF AMERICA,919-791-0287,61111,Upper School Mandarin Chinese and ELL Teacher,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",Upper School Director,N,N,Bachelor's,,"Chinese, Education or related field",N,,N,,Y,36,Mandarin Chinese Teacher,Wilmington,NEW HANOVER,NORTH CAROLINA,28412,N,1,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",44767,Year,Level III,OES (All Industries),17-Sep-18,
H-1B,"GH America Investments Group, Inc.",Houston,TEXAS,UNITED STATES OF AMERICA,832-397-6506,21111,Geological Engineer,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,N,N,Bachelor's,,Geological or Mining Engineering field,N,,N,,Y,12,Related occupation,Houston,HARRIS,TEXAS,77056,N,1,17-2171,Petroleum Engineers,95077,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,"GH America Investments Group, Inc.",Houston,TEXAS,UNITED STATES OF AMERICA,832-397-6506,21111,Geological Engineer,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,N,N,Bachelor's,,Geological or Mining Engineering field,N,,N,,N,,,Houston,HARRIS,TEXAS,77056,N,1,17-2171,Petroleum Engineers,95077,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,ALLIANCE DAIRIES,TRENTON,FLORIDA,UNITED STATES OF AMERICA,352-463-6613,112120,Animal Scientist,19-1011,Animal Scientists,,N,N,Bachelor's,,Animal Science,N,,N,,Y,6,job duties,Trenton,GILCHRIST,FLORIDA,32693,N,1,19-1011,Animal Scientists,33176,Year,Level I,OES (All Industries),9-Sep-18,
H-1B,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-500-3176,611310,Assistant Professor-  Non Tenure Clinical,25-1071,"Health Specialties Teachers, Postsecondary",Chairman,N,N,"Other Degree (JD, MD, etc.)",MD,Medicine,N,,Y,48,N,,,Houston,HARRIS,TEXAS,77088,Y,7,29-1066,Psychiatrists,85310,Year,Level II,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-792-1112,611310,Laboratory Coordinator,19-4021,Biological Technicians,Department Chair,N,N,Bachelor's,N/A,Natural Sciences or related field,N,,N,,Y,60,Administrative & supervisory experience,Houston,HARRIS,TEXAS,77030,Y,2,19-1042,"Medical Scientists, Except Epidemiologists",47965,Year,Level II,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Staff Scientist,19-1042,"Medical Scientists, Except Epidemiologists",Professor,N,N,Doctorate (PhD),,Chemistry or equivalent,N,,N,,Y,12,DNA-coded chemical library production,Houston,HARRIS,TEXAS,77030,N,1,19-2031,Chemists,47466,Year,Level III,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Research Associate 2-Engineer,17-2074,"Electrical Engineers, R&D",Associate Professor,N,N,Master's,,Electrical Engineering,N,,N,,Y,36,"NOT ENOUGH SPACE- see page 2, E. a. 5.",Columbus,FRANKLIN,OHIO,43210,N,1,17-2074,"Electrical Engineers, R&D",82659,Year,Level III,OES (ACWIA - Higher Education),30-Jun-19,
H-1B,UNIVERSITY OF ILLINOIS,URBANA,ILLINOIS,UNITED STATES OF AMERICA,217-333-1920,611310,Visiting Research Scientist,19-2042,"Geoscientists, Except Hydrologists and Geographers",Managing Director,N,N,Doctorate (PhD),,Biological Sciences or related field,N,,N,,Y,12,"Postdoctoral Research Assoc., Res. Scien",Urbana,CHAMPAIGN,ILLINOIS,61801,N,1,19-2042,"Geoscientists, Except Hydrologists and Geographers",57845,Year,Level II,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,SANTA BARBARA,CALIFORNIA,UNITED STATES OF AMERICA,805-893-2097,611310,ASSISTANT PROJECT SCIENTIST,19-2099,"Physical Scientists, All Other",Professor,N,N,Doctorate (PhD),,ENGINEERING OR PHYSICS OR RELATED,N,,N,,N,,,SANTA BARBARA,SANTA BARBARA,CALIFORNIA,93106,N,1,19-2012,Physicists,45718,Year,Level I,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,WEG Transformers USA LLC,WASHINGTON,MISSOURI,UNITED STATES OF AMERICA,636-239-9351,541330,Mechanical Design Engineer,17-2141,Mechanical Engineers,,N,N,Bachelor's,,Mechanical Engineering,N,,N,,N,,,Washington,FRANKLIN,MISSOURI,63090,N,1,17-2141,Mechanical Engineers,76066,Year,Level II,OES (All Industries),9-Sep-18,
H-1B,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,206-543-3392,611310,Acting Instructor,19-2032,Materials Scientists,Professor,N,N,Doctorate (PhD),,Chemistry,N,,N,,N,,,Seattle,King,WASHINGTON,98195,N,1,,,,,,,,
H-1B,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",SANTA CRUZ,CALIFORNIA,UNITED STATES OF AMERICA,831-459-2858,611310,Assistant Professor,25-1032,"Engineering Teachers, Postsecondary",Department Chair,N,N,Doctorate (PhD),,"Computer Engineering, Electrical Engin",N,,N,,N,,,Santa Cruz,SANTA CRUZ,CALIFORNIA,95064,N,1,25-1032,"Engineering Teachers, Postsecondary",96050,Year,Level II,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,404-894-2007,611310,Assistant Professor,25-1032,"Engineering Teachers, Postsecondary",school chair,N,N,Doctorate (PhD),,Engineering,N,,N,,N,,,Atlanta,FULTON(ATLANTA),GEORGIA,30332,N,1,25-1032,"Engineering Teachers, Postsecondary",45160,Year,Level I,OES (ACWIA - Higher Education),9-Sep-18,
H-1B,"Vistana Vacation Ownership, INC.",Orlando,FLORIDA,UNITED STATES OF AMERICA,407-418-7965,721110,Financial Analyst,13-2051,Financial Analysts,Financial Manager,N,N,Bachelor's,,Finance or related field,N,,N,,N,,,Orlando,ORANGE,FLORIDA,32819,N,1,13-2051,Financial Analysts,52666,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,"ZWILLING J.A.HENCKELS, LLC",PLEASANTVILLE,NEW YORK,UNITED STATES OF AMERICA,914-747-0300,326199,ACCOUNTANT,13-2011,Accountants and Auditors,,N,N,Bachelor's,,"Public Accounting, Finance, Acctg.",N,,N,,N,,,PLEASANTVILLE,WESTCHESTER,NEW YORK,10570,N,1,13-2011,Accountants and Auditors,56451,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,"Vistana Vacation Ownership, INC.",Orlando,FLORIDA,UNITED STATES OF AMERICA,407-418-7965,721110,Financial Analyst,13-2051,Financial Analysts,Financial Manager,N,N,Bachelor's,,Finance or related field,N,,N,,Y,6,Finance,Orlando,ORANGE,FLORIDA,32819,N,1,13-2051,Financial Analysts,52666,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,"GH America Investments Group, Inc.",Houston,TEXAS,UNITED STATES OF AMERICA,832-397-6506,21111,Mechanical Engineer,17-2141,Mechanical Engineers,,N,N,Bachelor's,,Mechanical Engineering or related,N,,N,,N,,,Houston,HARRIS,TEXAS,77056,N,1,17-2141,Mechanical Engineers,66768,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,CHELSEA PIERS LP,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,212-336-6725,71394,ASSISTANT BUILDING MANAGER,11-9141,"Property, Real Estate, and Community Association Managers",GENERAL MANAGER,N,N,Bachelor's,,ARCHITECTURE OR ENGINEERING,N,,N,,Y,36,ARCHITECTURAL AND ENGINEERING PROJECT MA,NEW YORK,NEW YORK,NEW YORK,10011,N,1,11-9021,Construction Managers,133016,Year,Level III,OES (All Industries),11-Sep-18,
H-1B,"Abrams Bison Investments, LLC",Bethesda,MARYLAND,UNITED STATES OF AMERICA,301-657-5925,523930,Analyst,13-2051,Financial Analysts,Managing Partner,N,N,Bachelor's,,Economics or related field,N,,N,,N,,,Bethesda,MONTGOMERY,MARYLAND,20814,N,1,13-2051,Financial Analysts,60195,Year,Level I,OES (All Industries),13-Sep-18,
H-1B,"ANDERSON KRYGIER, INC.",PORTLAND,OREGON,UNITED STATES OF AMERICA,503-243-2060,541320,Landscape Designer,17-1012,Landscape Architects,Associate Principal,N,N,Bachelor's,,Landscape Architecture,N,,N,,N,,,Portland,MULTNOMAH,OREGON,97204,N,1,17-1012,Landscape Architects,44450,Year,Level I,OES (All Industries),11-Sep-18,
H-1B,Top One Mortgage LLC,Houston,TEXAS,UNITED STATES OF AMERICA,713-484-6300,531390,Credit Analyst - Entry Level,13-2041,Credit Analysts,Sr. Credit Analyst,N,N,Bachelor's,,"Accounting, Finance or Economics",N,,N,,Y,12,Related occupation,Houston,HARRIS,TEXAS,77036,N,1,13-2041,Credit Analysts,46093,Year,Level I,OES (All Industries),11-Sep-18,
H-1B,"HUGHES CONSULTING SERVICES, LLC",PALM HARBOR,FLORIDA,UNITED STATES OF AMERICA,727-631-2536,5412,Accountant and Financial Consultant,13-2011,Accountants and Auditors,President,N,N,Bachelor's,,Finance,N,,N,,Y,60,Financial or consulting sector,Palm Harbor,PINELLAS,FLORIDA,34683,N,1,13-2011,Accountants and Auditors,86944,Year,Level IV,OES (All Industries),11-Sep-18,
H-1B,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MISSISSIPPI,UNITED STATES OF AMERICA,601-984-1125,611310,Assistant Professor in Pediatric Endocrinology,25-1071,"Health Specialties Teachers, Postsecondary",Division Chief,N,Y,"Other Degree (JD, MD, etc.)",MD degree,Medicine,N,,Y,72,N,,,Jackson,HINDS,MISSISSIPPI,39216,Y,4,29-1069,"Physicians and Surgeons, All Other",187610,Year,Level III,OES (ACWIA - Higher Education),10-Sep-18,9-Jan-18
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Associate Professor-Clinical/Physician,25-1071,"Health Specialties Teachers, Postsecondary",Professor and Chair,N,N,"Other Degree (JD, MD, etc.)",MD,Medicine,N,,Y,48,N,,,Columbus,FRANKLIN,OHIO,43210,N,1,29-1061,Anesthesiologists,90327,Year,Level III,OES (ACWIA - Higher Education),30-Jun-19,
H-1B,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-253-2851,6113,Postdoctoral Associate,19-1022,Microbiologists,Professor,N,N,Doctorate (PhD),N/A,Biology or closely related,N,,N,,N,,,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2139,N,1,19-1022,Microbiologists,43909,Year,Level I,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-996-3121,611310,RESEARCH SPECIALIST,19-1042,"Medical Scientists, Except Epidemiologists",Principal Investigator/Professor,N,N,Bachelor's,N/A,Biology/BioChem/Related,N,,N,,Y,36,Scientific Research Experience,CHICAGO,COOK,ILLINOIS,60607,N,1,19-4021,Biological Technicians,40373,Year,Level II,OES (All Industries),10-Sep-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,BIOINFORMATICS ANALYST II,19-1029,"Biological Scientists, All Other",PROFESSOR,N,N,Bachelor's,,BASIC SCIENCE OR EQUIVALENT,N,,N,,Y,24,COMPUTATIONAL BIOLOGY OR EQUIVALENT,HOUSTON,HARRIS,TEXAS,77030,N,1,19-1029,"Biological Scientists, All Other",19115,Year,Level I,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,"Brighton Best International, Inc.",Long Beach,CALIFORNIA,UNITED STATES OF AMERICA,562-808-8000,423710,Mill Division Manager,11-3051,Industrial Production Managers,N/A,N,N,Bachelor's,,Engineering or related field,N,,N,,N,,,Grand Prairie,DALLAS,TEXAS,75050,N,1,11-3051,Industrial Production Managers,77230,Year,Level I,OES (All Industries),16-Sep-18,
H-1B,"HARVEST ENGLISH INSTITUTE & SERVICES, INC.",NEWARK,NEW JERSEY,UNITED STATES OF AMERICA,973-274-1888,611630,Training and Development Specialist,13-1151,Training and Development Specialists,President/Director,N,N,Bachelor's,N/A,"Training and Development, HR, Business",N,,N,,N,,,Newark,ESSEX,NEW JERSEY,7105,N,1,13-1151,Training and Development Specialists,45011,Year,Level I,OES (All Industries),11-Sep-18,
H-1B,NEOSEN ENERGY LLC,PLANO,TEXAS,UNITED STATES OF AMERICA,469-734-5121,334419,Electrical Engineer,17-2071,Electrical Engineers,Managing Member,N,N,Bachelor's,N/A,Electrical/Electronics Engineering,N,,N,,N,,,Plano,COLLIN,TEXAS,75074,N,1,17-2071,Electrical Engineers,70512,Year,Level I,OES (All Industries),11-Sep-18,
H-1B,GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,404-894-2007,611310,Assistant Professor,25-1022,"Mathematical Science Teachers, Postsecondary",chair,N,N,Doctorate (PhD),,Mathematics,N,,N,,Y,24,related occupation,Atlanta,FULTON(ATLANTA),GEORGIA,30332,N,1,25-1022,"Mathematical Science Teachers, Postsecondary",45380,Year,Level I,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,Aerothrust Holdings LLC,Miami,FLORIDA,UNITED STATES OF AMERICA,786-441-2600,811310,Quality Engineer,17-2011,Aerospace Engineers,Managing Member,N,N,Bachelor's,,Aeronautical  Engineering,N,,N,,N,,,Miami,MIAMI-DADE,FLORIDA,33166,N,1,17-2011,Aerospace Engineers,68037,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,AVERA MCKENNAN,SIOUX FALLS,SOUTH DAKOTA,UNITED STATES OF AMERICA,605-371-1783,622110,Internist,29-1063,"Internists, General",N/A,N,N,"Other Degree (JD, MD, etc.)",Medical Degree (MD),Medicine,N,,Y,60,N,,,Sioux Falls,MINNEHAHA,SOUTH DAKOTA,57105,Y,2,,,,,,,,
H-1B,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-792-1112,611310,Research Laboratory Manager,19-1042,"Medical Scientists, Except Epidemiologists",Professor,Y,N,Bachelor's,N/A,Natural Sciences or related field,N,,N,,Y,84,"Scientific Rsch. or Clinical Lab., Manag",Houston,HARRIS,TEXAS,77054,N,1,11-9121,Natural Sciences Managers,71386,Year,Level II,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Post Doctoral Researcher,19-1022,Microbiologists,Clinical Laboratory Manager,N,N,Doctorate (PhD),,Microbiology,N,,N,,N,,,Columbus,FRANKLIN,OHIO,43210,N,1,19-1021,Biochemists and Biophysicists,38646,Year,Level I,OES (ACWIA - Higher Education),30-Jun-19,
H-1B,"FRESH DIRECT, LLC",LONG ISLAND CITY,NEW YORK,UNITED STATES OF AMERICA,718-928-1304,445110,SENIOR MERCHANDISING OPERATIONS ANALYST,13-1111,Management Analysts,,N,N,Bachelor's,,MANAGEMENT,N,,N,,N,,,LONG ISLAND CITY,QUEENS,NEW YORK,11101,N,1,15-1199,"Computer Occupations, All Other",51064,Year,Level I,OES (All Industries),23-Sep-18,
H-1B,"CVE TECHNOLOGY GROUP, INC.",ALLEN,TEXAS,UNITED STATES OF AMERICA,214-383-6646,334220,Industrial Engineer,17-2112,Industrial Engineers,Engineering Manager,N,N,Bachelor's,N/A,Industrial Engineering,N,,N,,N,,,Allen,COLLIN,TEXAS,75013,N,1,17-2112,Industrial Engineers,64563,Year,Level I,OES (All Industries),11-Sep-18,
H-1B,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-253-2851,6113,Research Scientist,19-3041,Sociologists,Professor,N,Y,Master's,,Public Administration or related field,N,,N,,Y,48,experience working in public policy,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2139,N,1,19-3041,Sociologists,46987,Year,Level I,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,THE HERTZ CORPORATION,ESTERO,FLORIDA,UNITED STATES OF AMERICA,239-301-7312,5321,SENIOR REVENUE MANAGEMENT ANALYST,15-1199,"Computer Occupations, All Other",MANAGER- REVENUE MANAGEMENT,N,N,Master's,,Bus reld fld or analytical discipline,N,,N,,N,,,Estero,LEE,FLORIDA,33928,N,1,15-1199,"Computer Occupations, All Other",52624,Year,Level II,OES (All Industries),30-Jun-19,
H-1B,Empire Square Group LLC,New York,NEW YORK,UNITED STATES OF AMERICA,646-357-1860,5313,Accounting Analyst,13-2011,Accountants and Auditors,Sr. Accounting Analyst,N,N,Bachelor's,,"Accounting, Financial Mgmt, Bus. Mgmt.",N,,N,,N,,,New York,NEW YORK,NEW YORK,10010,N,1,13-2011,Accountants and Auditors,77459,Year,Level II,OES (All Industries),11-Sep-18,
H-1B,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,CHARLOTTE,NORTH CAROLINA,UNITED STATES OF AMERICA,704-687-7781,611310,Assistant Professor,25-1022,"Mathematical Science Teachers, Postsecondary",Department Chair,N,N,Doctorate (PhD),,Mathematics,N,,N,,N,,,Charlotte,MECKLENBURG,NORTH CAROLINA,28223,N,1,25-1022,"Mathematical Science Teachers, Postsecondary",44300,Year,Level I,OES (ACWIA - Higher Education),10-Sep-18,
H-1B,Top One Mortgage LLC,Houston,TEXAS,UNITED STATES OF AMERICA,713-484-6300,531390,Credit Analyst - Entry Level,13-2041,Credit Analysts,Sr. Credit Analyst,N,N,Bachelor's,,"Accounting, Finance or Economics",N,,N,,N,,,Houston,HARRIS,TEXAS,77036,N,1,13-2041,Credit Analysts,46093,Year,Level I,OES (All Industries),10-Sep-18,
H-1B,SAXON ENGINEERING INC.,Houston,TEXAS,UNITED STATES OF AMERICA,713-813-1069,541330,MECHANICAL DESIGN ENGINEER,17-2141,Mechanical Engineers,,N,N,Bachelor's,,Mechanical Engineering,N,,N,,Y,24,Related occupation,Houston,HARRIS,TEXAS,77041,N,1,17-2141,Mechanical Engineers,66768,Year,Level I,OES (All Industries),11-Sep-18,
H-1B,JOHN JASON SMULO,PLEASANTON,CALIFORNIA,UNITED STATES OF AMERICA,800-409-9477,541613,Graphic Designer,27-1024,Graphic Designers,Owner/Artistic Director,N,N,Bachelor's,,Graphic Design; Art,N,,N,,N,,,Pleasanton,ALAMEDA,CALIFORNIA,94588,N,1,27-1024,Graphic Designers,35547,Year,Level I,OES (All Industries),12-Sep-18,
H-1B,UNIVERSITY OF ILLINOIS,URBANA,ILLINOIS,UNITED STATES OF AMERICA,217-333-1920,611310,Assistant Professor,25-1124,"Foreign Language and Literature Teachers, Postsecondary",Head and Professor,N,N,Doctorate (PhD),,Linguistics or closely related field,N,,N,,N,,,Urbana,CHAMPAIGN,ILLINOIS,61801,N,1,25-1123,"English Language and Literature Teachers, Postsecondary",44980,Year,Level I,OES (ACWIA - Higher Education),11-Sep-18,
